Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_BP_FAT,GO:0001889~liver development,4,2.325581395,0.017435011,"ALDH1A2, ONECUT1, NKX2-8, PROX1",141,53,13528,7.241000937,1,0.148521453,25.32372236
GOTERM_BP_FAT,GO:0010001~glial cell differentiation,4,2.325581395,0.017435011,"ASCL1, EGR2, GSN, SOX11",141,53,13528,7.241000937,1,0.148521453,25.32372236
UP_SEQ_FEATURE,metal ion-binding site:Iron; catalytic,3,1.744186047,0.017772179,"ALOX15, ALOX15B, CDO1",158,25,19113,14.51620253,0.999995028,0.363827104,23.61848041
UP_SEQ_FEATURE,domain:EGF-like 6; calcium-binding,3,1.744186047,0.017772179,"NOTCH3, FBLN1, THBD",158,25,19113,14.51620253,0.999995028,0.363827104,23.61848041
UP_SEQ_FEATURE,domain:LIM zinc-binding 3,3,1.744186047,0.017772179,"PRICKLE1, FHL1, TES",158,25,19113,14.51620253,0.999995028,0.363827104,23.61848041
GOTERM_BP_FAT,GO:0045685~regulation of glial cell differentiation,3,1.744186047,0.017884482,"BMP2, PPARG, ID4",141,20,13528,14.39148936,1,0.151222007,25.88883096
GOTERM_BP_FAT,GO:0001825~blastocyst formation,3,1.744186047,0.017884482,"CDX2, HOPX, FOXD3",141,20,13528,14.39148936,1,0.151222007,25.88883096
INTERPRO,IPR016375:Transcription factor GATA-4/5/6,2,1.162790698,0.018046719,"GATA5, GATA4",152,2,16659,109.5986842,0.998165889,0.259223946,22.01470045
GOTERM_BP_FAT,GO:0006917~induction of apoptosis,9,5.23255814,0.018192457,"PLAGL1, AHRR, FOXL2, ALOX15B, PYCARD, BCL2L11, RUNX3, TP73, DAPK1",141,320,13528,2.698404255,1,0.152781061,26.2737172
GOTERM_BP_FAT,GO:0012502~induction of programmed cell death,9,5.23255814,0.018499449,"PLAGL1, AHRR, FOXL2, ALOX15B, PYCARD, BCL2L11, RUNX3, TP73, DAPK1",141,321,13528,2.689998012,1,0.154311672,26.65550635
GOTERM_BP_FAT,GO:0045792~negative regulation of cell size,5,2.906976744,0.019414405,"PPARG, TNK1, SCGB3A1, GREM1, TP73",141,99,13528,4.845619314,1,0.160477409,27.78239195
GOTERM_BP_FAT,GO:0008038~neuron recognition,3,1.744186047,0.019634575,"OPCML, CNTNAP2, SLIT2",141,21,13528,13.70618034,1,0.161274899,28.05112077
GOTERM_BP_FAT,GO:0014013~regulation of gliogenesis,3,1.744186047,0.019634575,"BMP2, PPARG, ID4",141,21,13528,13.70618034,1,0.161274899,28.05112077
INTERPRO,"IPR001024:Lipoxygenase, LH2",3,1.744186047,0.019769044,"ALOX15, ALOX15B, PKD1",152,24,16659,13.69983553,0.999000849,0.269501056,23.86169335
GOTERM_MF_FAT,GO:0050473~arachidonate 15-lipoxygenase activity,2,1.162790698,0.019774173,"ALOX15, ALOX15B",130,2,12983,99.86923077,0.993609811,0.368314005,22.89068899
SP_PIR_KEYWORDS,Secreted,23,13.37209302,0.020528816,"TMEFF2, BMP2, KL, GREM1, SLIT2, SFRP5, C2ORF40, AMH, DKK3, FBLN1, ADAMTS9, SFRP1, THSD1, GSN, SFRP2, SFRP4, PLA2G7, SEMA3B, HTRA3, SCGB3A1, IGFBP3, WNT7A, FAM172A",159,1689,19235,1.647377965,0.990600076,0.164313774,23.27891943
GOTERM_MF_FAT,GO:0019838~growth factor binding,5,2.906976744,0.020589299,"NTRK3, KL, TGFBR2, HTRA3, IGFBP3",130,105,12983,4.755677656,0.994822671,0.355075592,23.72109852
GOTERM_BP_FAT,GO:0021523~somatic motor neuron differentiation,2,1.162790698,0.020591469,"PHOX2A, LHX4",141,2,13528,95.94326241,1,0.167599265,29.20817731
GOTERM_BP_FAT,GO:0021700~developmental maturation,5,2.906976744,0.020729799,"RECK, PPARG, LHX6, RUNX2, RUNX3",141,101,13528,4.749666456,1,0.167731547,29.37398851
GOTERM_BP_FAT,GO:0050770~regulation of axonogenesis,4,2.325581395,0.021138651,"NTRK3, WNT7A, SLIT2, EPHB2",141,57,13528,6.73286052,1,0.169863584,29.86193629
INTERPRO,"IPR000884:Thrombospondin, type 1 repeat",4,2.325581395,0.021179191,"ADAMTS9, THSD1, UNC5D, UNC5C",152,65,16659,6.744534413,0.999392838,0.27532431,25.34363761
UP_SEQ_FEATURE,topological domain:Extracellular,33,19.18604651,0.02136571,"PLXNC1, PANX2, ITGB3, PCDHGC3, EPHB2, MARVELD1, SHISA3, FAT1, CNTNAP2, PKD1, UNC5D, UNC5C, LRRC4, TMEFF2, TMEFF1, KL, FLT3, TGFBR2, PCDH10, PCDH9, PCDH8, AJAP1, PCDH17, CACNA2D3, TNFSF9, CLDN23, GJB2, NOTCH3, NTRK3, THBD, THSD1, DSC3, PTCH1",158,2719,19113,1.468170539,0.99999959,0.408608017,27.71114107
GOTERM_BP_FAT,GO:0045930~negative regulation of mitotic cell cycle,3,1.744186047,0.021453398,"BTG3, FOXC1, GAS1",141,22,13528,13.08317215,1,0.171276568,30.23541311
GOTERM_BP_FAT,GO:0048709~oligodendrocyte differentiation,3,1.744186047,0.021453398,"ASCL1, GSN, SOX11",141,22,13528,13.08317215,1,0.171276568,30.23541311
GOTERM_BP_FAT,GO:0007050~cell cycle arrest,5,2.906976744,0.0220988,"PLAGL1, RASSF1, PKD1, GAS1, TP73",141,103,13528,4.657439923,1,0.175077015,30.99540439
SMART,SM00280:KAZAL,4,2.325581395,0.022143384,"RECK, TMEFF2, TMEFF1, HTRA3",120,46,9079,6.578985507,0.878138424,0.259696945,21.77964317
GOTERM_BP_FAT,GO:0048514~blood vessel morphogenesis,7,4.069767442,0.022451617,"CAV1, TGFBR2, PLCD1, FOXC1, PROX1, WT1, SLIT2",141,211,13528,3.182951834,1,0.176712011,31.40756806
INTERPRO,IPR011029:DEATH-like,4,2.325581395,0.022927346,"PYCARD, UNC5D, UNC5C, DAPK1",152,67,16659,6.543205027,0.999672891,0.284221127,27.1436853
KEGG_PATHWAY,hsa04340:Hedgehog signaling pathway,4,2.325581395,0.023239065,"BMP2, PTCH1, GAS1, WNT7A",57,56,5085,6.372180451,0.828556458,0.356527068,21.86824407
GOTERM_BP_FAT,GO:0002088~lens development in camera-type eye,3,1.744186047,0.023339363,"SOX1, PAX6, PROX1",141,23,13528,12.51433858,1,0.182147854,32.43442746
GOTERM_BP_FAT,GO:0043627~response to estrogen stimulus,5,2.906976744,0.023521896,"ALDH1A2, CAV1, PPARG, TGFBR2, PTCH1",141,105,13528,4.568726781,1,0.182507562,32.64376525
GOTERM_BP_FAT,GO:0001890~placenta development,4,2.325581395,0.024177408,"CDX2, PPARG, PLCD1, FOXD3",141,60,13528,6.396217494,1,0.186189793,33.39052542
UP_SEQ_FEATURE,domain:Runt,2,1.162790698,0.024442311,"RUNX2, RUNX3",158,3,19113,80.64556962,0.999999952,0.440719392,31.05147102
GOTERM_BP_FAT,GO:0012501~programmed cell death,13,7.558139535,0.024679716,"FOXL2, GAS1, TNFSF9, GREM1, TP73, BCL2L11, DAPK1, SFRP5, AHRR, GSN, PYCARD, UNC5D, UNC5C",141,611,13528,2.041346009,1,0.188751325,33.95748354
SMART,SM00339:FH,4,2.325581395,0.024761013,"FOXL2, FOXA2, FOXC1, FOXD3",120,48,9079,6.304861111,0.905280554,0.255173888,24.04620402
GOTERM_BP_FAT,GO:0045778~positive regulation of ossification,3,1.744186047,0.025290906,"BMP2, KL, RUNX2",141,24,13528,11.9929078,1,0.192029693,34.6412208
PIR_SUPERFAMILY,PIRSF009374:TF_Runt-rel_RUNX,2,1.162790698,0.025340694,"RUNX2, RUNX3",64,3,7396,77.04166667,0.857827577,0.47807858,23.66946582
PIR_SUPERFAMILY,PIRSF009374:runt-related transcription factor RUNX,2,1.162790698,0.025340694,"RUNX2, RUNX3",64,3,7396,77.04166667,0.857827577,0.47807858,23.66946582
KEGG_PATHWAY,hsa05200:Pathways in cancer,9,5.23255814,0.025852862,"BMP2, FLT3, RASSF1, PPARG, TGFBR2, PTCH1, WNT7A, PRKCB, DAPK1",57,328,5085,2.447849807,0.859769684,0.324899574,24.03487386
INTERPRO,IPR000040:Acute myeloid leukemia 1 protein (AML 1)/Runt,2,1.162790698,0.026948379,"RUNX2, RUNX3",152,3,16659,73.06578947,0.999921474,0.314826453,31.1325135
INTERPRO,"IPR008013:GATA-type transcription activator, N-terminal",2,1.162790698,0.026948379,"GATA5, GATA4",152,3,16659,73.06578947,0.999921474,0.314826453,31.1325135
INTERPRO,IPR013711:Runx inhibition,2,1.162790698,0.026948379,"RUNX2, RUNX3",152,3,16659,73.06578947,0.999921474,0.314826453,31.1325135
INTERPRO,"IPR016554:Transcription factor, Runt-related, RUNX",2,1.162790698,0.026948379,"RUNX2, RUNX3",152,3,16659,73.06578947,0.999921474,0.314826453,31.1325135
INTERPRO,IPR013524:Acute myeloid leukemia 1 (AML 1)/Runt,2,1.162790698,0.026948379,"RUNX2, RUNX3",152,3,16659,73.06578947,0.999921474,0.314826453,31.1325135
GOTERM_BP_FAT,GO:0048730~epidermis morphogenesis,3,1.744186047,0.027306489,"WNT7A, KLF4, RUNX3",141,25,13528,11.51319149,1,0.204815042,36.84920532
GOTERM_BP_FAT,GO:0021515~cell differentiation in spinal cord,3,1.744186047,0.027306489,"PHOX2A, ASCL1, LHX4",141,25,13528,11.51319149,1,0.204815042,36.84920532
GOTERM_BP_FAT,GO:0009968~negative regulation of signal transduction,7,4.069767442,0.027382804,"DKK3, CAV1, ONECUT1, GAS1, GREM1, IGFBP3, RUNX2",141,221,13528,3.038926864,1,0.204321641,36.9314126
GOTERM_BP_FAT,GO:0030879~mammary gland development,4,2.325581395,0.0274399,"CAV1, PTCH1, CDO1, BCL2L11",141,63,13528,6.091635709,1,0.203704579,36.99285047
SP_PIR_KEYWORDS,repressor,9,5.23255814,0.027490772,"DNMT3A, HOPX, PAX6, SOX7, CUX1, CBFA2T3, ETV6, TWIST2, FOXD3",159,435,19235,2.502927781,0.99811162,0.207289843,29.9614233
GOTERM_BP_FAT,GO:0008284~positive regulation of cell proliferation,10,5.813953488,0.028162136,"ALDH1A2, CDX2, FLT3, TGFBR2, PAX6, ID4, GAS1, PDX1, PROX1, RUNX2",141,414,13528,2.317470107,1,0.20752075,37.7651687
GOTERM_BP_FAT,GO:0008406~gonad development,5,2.906976744,0.028934745,"AMH, FOXL2, FOXC1, WT1, BCL2L11",141,112,13528,4.283181358,1,0.211612222,38.58150086
GOTERM_BP_FAT,GO:0021782~glial cell development,3,1.744186047,0.029384596,"ASCL1, GSN, SOX11",141,26,13528,11.07037643,1,0.213538833,39.05216235
INTERPRO,"IPR000719:Protein kinase, core",10,5.813953488,0.029529274,"NTRK3, RPS6KA2, NUAK1, FLT3, TGFBR2, TNK1, WNK2, PRKCB, EPHB2, DAPK1",152,476,16659,2.302493366,0.999968673,0.328932338,33.5850544
GOTERM_BP_FAT,GO:0043416~regulation of skeletal muscle regeneration,2,1.162790698,0.030728775,"TGFBR2, HOPX",141,3,13528,63.96217494,1,0.221216375,40.43841039
GOTERM_BP_FAT,GO:0043415~positive regulation of skeletal muscle regeneration,2,1.162790698,0.030728775,"TGFBR2, HOPX",141,3,13528,63.96217494,1,0.221216375,40.43841039
GOTERM_BP_FAT,GO:0032808~lacrimal gland development,2,1.162790698,0.030728775,"PAX6, FOXC1",141,3,13528,63.96217494,1,0.221216375,40.43841039
GOTERM_MF_FAT,GO:0043169~cation binding,53,30.81395349,0.03103975,"ZNF292, NUAK1, PPARG, PDLIM4, CBFA2T3, ZIC1, GATA5, GSN, ZNF185, GATA4, CYGB, L3MBTL4, EGR2, PCDH9, PCDH8, CDO1, SLIT2, PRKCB, EYA4, ALOX15, ADAMTS9, THBD, ALOX15B, FHL1, PCDHGC3, WT1, HIC1, PLAGL1, AHRR, FAT1, LHX4, PLCD1, LHX6, TES, DNMT3A, KLF6, KL, PCDH10, TGFBR2, PCDH17, CACNA2D3, TP73, NOTCH3, FBLN1, SALL4, PRICKLE1, EBF3, RPS6KA2, RASSF1, DSC3, ZFHX3, IGFBP3, KLF4",130,4179,12983,1.266587516,0.99965691,0.458631553,33.66121704
OMIM_DISEASE,Esophageal cancer,2,1.162790698,0.031889832,"DLEC1, TGFBR2",60,2,3671,61.18333333,0.992507237,0.992507237,32.12257751
GOTERM_BP_FAT,GO:0060562~epithelial tube morphogenesis,4,2.325581395,0.032136532,"BMP2, TFAP2A, PTCH1, GREM1",141,67,13528,5.727955965,1,0.229153431,41.85842726
GOTERM_BP_FAT,"GO:0006351~transcription, DNA-dependent",8,4.651162791,0.032185307,"CDX2, POU6F2, NKX2-8, GATA4, TTF1, PAX5, ZFHX3, RUNX3",141,292,13528,2.628582532,1,0.228393788,41.90705186
UP_SEQ_FEATURE,region of interest:Interaction with DCC,2,1.162790698,0.032457097,"UNC5D, UNC5C",158,4,19113,60.48417722,1,0.527159947,39.08919347
GOTERM_CC_FAT,GO:0005667~transcription factor complex,6,3.488372093,0.032647059,"HOXB13, TCF4, ZFHX3, RUNX2, TWIST2, KLF4",109,210,12782,3.350458716,0.995529585,0.741424743,33.10588876
INTERPRO,IPR013761:Sterile alpha motif-type,4,2.325581395,0.032809302,"L3MBTL4, ETV6, TP73, EPHB2",152,77,16659,5.693438141,0.999990291,0.347860682,36.58517296
GOTERM_CC_FAT,GO:0000300~peripheral to membrane of membrane fraction,2,1.162790698,0.03337545,"RECK, BCL2L11",109,4,12782,58.63302752,0.996046108,0.669322262,33.7134775
UP_SEQ_FEATURE,domain:Death,3,1.744186047,0.033420542,"UNC5D, UNC5C, DAPK1",158,35,19113,10.36871609,1,0.526082706,39.99416918
SP_PIR_KEYWORDS,disulfide bond,34,19.76744186,0.033446051,"OPCML, ITGB3, GREM1, SRPX, GSN, FAT1, CNTNAP2, PKD1, UNC5D, CYGB, SEMA3B, UNC5C, LRRC4, RECK, TMEFF2, TMEFF1, BMP2, TGFBR2, CACNA2D3, SLIT2, SFRP5, NOTCH3, NTRK3, DKK3, AMH, ADAMTS9, FBLN1, THBD, THSD1, SFRP1, SFRP2, SFRP4, CUX1, IGFBP3",159,2924,19235,1.406684218,0.999525897,0.239181336,35.24740158
SP_PIR_KEYWORDS,zinc,27,15.69767442,0.034079321,"ZNF292, FHL1, PPARG, PDLIM4, ZIC1, CBFA2T3, WT1, HIC1, PLAGL1, GATA5, ZNF185, GATA4, LHX4, LHX6, TES, DNMT3A, KLF6, EGR2, TP73, PRKCB, ADAMTS9, SALL4, PRICKLE1, EBF3, RASSF1, ZFHX3, KLF4",159,2189,19235,1.492152012,0.9995909,0.235871266,35.78731044
GOTERM_BP_FAT,GO:0032774~RNA biosynthetic process,8,4.651162791,0.034270806,"CDX2, POU6F2, NKX2-8, GATA4, TTF1, PAX5, ZFHX3, RUNX3",141,296,13528,2.593061146,1,0.240363628,43.9507384
GOTERM_BP_FAT,GO:0043065~positive regulation of apoptosis,10,5.813953488,0.034668199,"PLAGL1, AHRR, FOXL2, ALOX15B, PYCARD, IGFBP3, BCL2L11, RUNX3, TP73, DAPK1",141,430,13528,2.231238661,1,0.24171513,44.3324183
GOTERM_BP_FAT,GO:0006366~transcription from RNA polymerase II promoter,7,4.069767442,0.034800947,"CDX2, POU6F2, NKX2-8, GATA4, PAX5, ZFHX3, RUNX3",141,234,13528,2.870097594,1,0.241430089,44.45937238
UP_SEQ_FEATURE,binding site:ATP,10,5.813953488,0.035194353,"NTRK3, RPS6KA2, NUAK1, FLT3, TGFBR2, TNK1, WNK2, PRKCB, EPHB2, DAPK1",158,542,19113,2.231888458,1,0.533490731,41.62759421
GOTERM_BP_FAT,GO:0010975~regulation of neuron projection development,4,2.325581395,0.035917061,"NTRK3, WNT7A, SLIT2, EPHB2",141,70,13528,5.482472138,1,0.247128069,45.51606205
GOTERM_BP_FAT,GO:0030856~regulation of epithelial cell differentiation,3,1.744186047,0.035979286,"CAV1, ALOX15B, PAX6",141,29,13528,9.925165077,1,0.246395566,45.57441479
GOTERM_BP_FAT,GO:0043068~positive regulation of programmed cell death,10,5.813953488,0.035994911,"PLAGL1, AHRR, FOXL2, ALOX15B, PYCARD, IGFBP3, BCL2L11, RUNX3, TP73, DAPK1",141,433,13528,2.215779732,1,0.245389812,45.58905772
GOTERM_BP_FAT,GO:0010942~positive regulation of cell death,10,5.813953488,0.036898614,"PLAGL1, AHRR, FOXL2, ALOX15B, PYCARD, IGFBP3, BCL2L11, RUNX3, TP73, DAPK1",141,435,13528,2.205592239,1,0.249695771,46.42971302
UP_SEQ_FEATURE,domain:EGF-like 3; calcium-binding,3,1.744186047,0.037013913,"FBLN1, THBD, SLIT2",158,37,19113,9.808244954,1,0.540826707,43.2599543
SMART,SM00179:EGF_CA,5,2.906976744,0.037099541,"NOTCH3, FBLN1, THBD, FAT1, SLIT2",120,96,9079,3.940538194,0.971381226,0.326222071,33.94743005
GOTERM_BP_FAT,GO:0008283~cell proliferation,10,5.813953488,0.037356274,"GNAT1, ASCL1, SOX11, ID4, FOXC1, PTCH1, BIN1, TNFSF9, CBFA2T3, RUNX3",141,436,13528,2.200533542,1,0.251305399,46.85077289
GOTERM_BP_FAT,GO:0009628~response to abiotic stimulus,9,5.23255814,0.037476946,"GNAT1, CAV1, BMP2, THBD, LXN, PPARG, TGFBR2, PKD1, PTCH1",141,368,13528,2.346438483,1,0.250915243,46.96127577
INTERPRO,IPR000488:Death,3,1.744186047,0.037892993,"UNC5D, UNC5C, DAPK1",152,34,16659,9.670472136,0.999998432,0.379575587,40.9878035
INTERPRO,IPR002909:Cell surface receptor IPT/TIG,3,1.744186047,0.037892993,"CAMTA1, PLXNC1, EBF3",152,34,16659,9.670472136,0.999998432,0.379575587,40.9878035
GOTERM_BP_FAT,GO:0042981~regulation of apoptosis,15,8.720930233,0.038800305,"FOXL2, GAS1, TP73, BCL2L11, DAPK1, PLAGL1, AHRR, SFRP1, ALOX15B, LHX4, PYCARD, FOXC1, IGFBP3, TWIST2, RUNX3",141,804,13528,1.789986239,1,0.257548341,48.15902582
SMART,SM00308:LH2,3,1.744186047,0.038970464,"ALOX15, ALOX15B, PKD1",120,24,9079,9.457291667,0.976162915,0.31178313,35.34175507
GOTERM_MF_FAT,GO:0005509~calcium ion binding,16,9.302325581,0.039016911,"PCDH10, PCDH9, PCDH8, PCDHGC3, PCDH17, CACNA2D3, SLIT2, PRKCB, NOTCH3, AHRR, FBLN1, THBD, GSN, FAT1, DSC3, PLCD1",130,919,12983,1.738746129,0.999957628,0.512865576,40.42834961
GOTERM_MF_FAT,GO:0046872~metal ion binding,52,30.23255814,0.039427793,"ZNF292, NUAK1, PPARG, PDLIM4, CBFA2T3, ZIC1, GATA5, GSN, ZNF185, GATA4, CYGB, L3MBTL4, EGR2, PCDH9, PCDH8, CDO1, SLIT2, PRKCB, EYA4, ALOX15, ADAMTS9, THBD, ALOX15B, FHL1, PCDHGC3, WT1, HIC1, PLAGL1, AHRR, FAT1, LHX4, PLCD1, LHX6, TES, DNMT3A, KLF6, PCDH10, TGFBR2, PCDH17, CACNA2D3, TP73, NOTCH3, FBLN1, SALL4, PRICKLE1, EBF3, RPS6KA2, RASSF1, DSC3, ZFHX3, IGFBP3, KLF4",130,4140,12983,1.254396135,0.999961973,0.492612671,40.75900865
GOTERM_BP_FAT,GO:0046661~male sex differentiation,4,2.325581395,0.039916439,"AMH, WT1, BCL2L11, GJB2",141,73,13528,5.257165064,1,0.262876938,49.14941213
UP_SEQ_FEATURE,domain:Protein kinase,9,5.23255814,0.040099794,"NTRK3, NUAK1, FLT3, TGFBR2, TNK1, WNK2, PRKCB, EPHB2, DAPK1",158,469,19113,2.321354349,1,0.559446218,45.93131175
GOTERM_MF_FAT,GO:0043167~ion binding,53,30.81395349,0.040323201,"ZNF292, NUAK1, PPARG, PDLIM4, CBFA2T3, ZIC1, GATA5, GSN, ZNF185, GATA4, CYGB, L3MBTL4, EGR2, PCDH9, PCDH8, CDO1, SLIT2, PRKCB, EYA4, ALOX15, ADAMTS9, THBD, ALOX15B, FHL1, PCDHGC3, WT1, HIC1, PLAGL1, AHRR, FAT1, LHX4, PLCD1, LHX6, TES, DNMT3A, KLF6, KL, PCDH10, TGFBR2, PCDH17, CACNA2D3, TP73, NOTCH3, FBLN1, SALL4, PRICKLE1, EBF3, RPS6KA2, RASSF1, DSC3, ZFHX3, IGFBP3, KLF4",130,4241,12983,1.248071028,0.999969965,0.478383298,41.47373264
SP_PIR_KEYWORDS,peters anomaly,2,1.162790698,0.040405887,"PAX6, FOXC1",159,5,19235,48.38993711,0.999906738,0.266066329,40.95797736
GOTERM_BP_FAT,GO:0043067~regulation of programmed cell death,15,8.720930233,0.041603625,"FOXL2, GAS1, TP73, BCL2L11, DAPK1, PLAGL1, AHRR, SFRP1, ALOX15B, LHX4, PYCARD, FOXC1, IGFBP3, TWIST2, RUNX3",141,812,13528,1.772350907,1,0.271362598,50.61281714
PIR_SUPERFAMILY,PIRSF038195:paired box protein PAX,2,1.162790698,0.041882295,"PAX6, PAX5",64,5,7396,46.225,0.961289054,0.556433798,36.25140603
GOTERM_BP_FAT,GO:0008544~epidermis development,6,3.488372093,0.042373984,"PAX6, HOXB13, PTCH1, WNT7A, KLF4, RUNX3",141,184,13528,3.128584644,1,0.274551328,51.26775452
GOTERM_BP_FAT,GO:0010941~regulation of cell death,15,8.720930233,0.042691333,"FOXL2, GAS1, TP73, BCL2L11, DAPK1, PLAGL1, AHRR, SFRP1, ALOX15B, LHX4, PYCARD, FOXC1, IGFBP3, TWIST2, RUNX3",141,815,13528,1.765826916,1,0.275171968,51.5351743
GOTERM_BP_FAT,GO:0048469~cell maturation,4,2.325581395,0.042702978,"PPARG, LHX6, RUNX2, RUNX3",141,75,13528,5.116973995,1,0.274086782,51.54496043
GOTERM_BP_FAT,GO:0010648~negative regulation of cell communication,7,4.069767442,0.044124346,"DKK3, CAV1, ONECUT1, GAS1, GREM1, IGFBP3, RUNX2",141,248,13528,2.708075955,1,0.280793897,52.7256461
UP_SEQ_FEATURE,domain:EGF-like 5,3,1.744186047,0.044618206,"NOTCH3, THBD, FAT1",158,41,19113,8.851343007,1,0.588565885,49.6316617
UP_SEQ_FEATURE,active site:Proton acceptor,11,6.395348837,0.045251175,"NTRK3, ALDH1A2, RPS6KA2, NUAK1, FLT3, TGFBR2, TNK1, WNK2, PRKCB, EPHB2, DAPK1",158,658,19113,2.022267323,1,0.583543709,50.13073305
GOTERM_BP_FAT,GO:0032526~response to retinoic acid,3,1.744186047,0.045559831,"BMP2, PTCH1, KLF4",141,33,13528,8.722114765,1,0.28746256,53.89057843
GOTERM_BP_FAT,GO:0010769~regulation of cell morphogenesis involved in differentiation,4,2.325581395,0.045584699,"NTRK3, WNT7A, SLIT2, EPHB2",141,77,13528,4.98406558,1,0.286423778,53.91051929
INTERPRO,"IPR000483:Cysteine-rich flanking region, C-terminal",4,2.325581395,0.04584331,"LRRC4, NTRK3, PKD1, SLIT2",152,88,16659,4.981758373,0.999999911,0.42872932,47.30865723
SP_PIR_KEYWORDS,cell junction,8,4.651162791,0.046923438,"LRRC4, PANX2, DSC3, SYNM, AJAP1, CLDN23, TES, GJB2",159,399,19235,2.425560757,0.999979874,0.294481915,45.88112967
GOTERM_BP_FAT,GO:0006915~apoptosis,12,6.976744186,0.047897062,"SFRP5, AHRR, FOXL2, GSN, PYCARD, UNC5D, UNC5C, TNFSF9, GREM1, BCL2L11, TP73, DAPK1",141,602,13528,1.912490281,1,0.297631044,55.72975891
GOTERM_BP_FAT,GO:0001756~somitogenesis,3,1.744186047,0.048086449,"SFRP1, SFRP2, PCDH8",141,34,13528,8.465581977,1,0.297438929,55.87572825
GOTERM_BP_FAT,GO:0002573~myeloid leukocyte differentiation,3,1.744186047,0.048086449,"PPARG, TGFBR2, IRF4",141,34,13528,8.465581977,1,0.297438929,55.87572825
UP_SEQ_FEATURE,zinc finger region:GATA-type 2,2,1.162790698,0.048290909,"GATA5, GATA4",158,6,19113,40.32278481,1,0.597874684,52.46378986
UP_SEQ_FEATURE,zinc finger region:GATA-type 1,2,1.162790698,0.048290909,"GATA5, GATA4",158,6,19113,40.32278481,1,0.597874684,52.46378986
UP_SEQ_FEATURE,domain:PET,2,1.162790698,0.048290909,"PRICKLE1, TES",158,6,19113,40.32278481,1,0.597874684,52.46378986
UP_SEQ_FEATURE,domain:Lipoxygenase,2,1.162790698,0.048290909,"ALOX15, ALOX15B",158,6,19113,40.32278481,1,0.597874684,52.46378986
UP_SEQ_FEATURE,metal ion-binding site:Iron; via carboxylate; catalytic,2,1.162790698,0.048290909,"ALOX15, ALOX15B",158,6,19113,40.32278481,1,0.597874684,52.46378986
GOTERM_BP_FAT,GO:0048545~response to steroid hormone stimulus,6,3.488372093,0.049281193,"ALDH1A2, CAV1, PPARG, TGFBR2, PTCH1, CDO1",141,192,13528,2.99822695,1,0.302524076,56.78619934
PIR_SUPERFAMILY,PIRSF005710:interferon regulatory factor 3-9,2,1.162790698,0.050049175,"IRF8, IRF4",64,6,7396,38.52083333,0.979803067,0.541797889,41.74290927
PIR_SUPERFAMILY,PIRSF000316:arachidonate 5-lipoxygenase,2,1.162790698,0.050049175,"ALOX15, ALOX15B",64,6,7396,38.52083333,0.979803067,0.541797889,41.74290927
GOTERM_BP_FAT,GO:0045927~positive regulation of growth,4,2.325581395,0.050083548,"NTRK3, TGFBR2, HOPX, PROX1",141,80,13528,4.797163121,1,0.305499335,57.38770376
GOTERM_BP_FAT,GO:0022037~metencephalon development,3,1.744186047,0.050663009,"PHOX2A, GAS1, WNT7A",141,35,13528,8.223708207,1,0.307289667,57.81720656
UP_SEQ_FEATURE,domain:TSP type-1 1,3,1.744186047,0.05066542,"ADAMTS9, UNC5D, UNC5C",158,44,19113,8.247842348,1,0.60615068,54.21495897
UP_SEQ_FEATURE,DNA-binding region:HMG box,3,1.744186047,0.05066542,"SOX1, SOX11, SOX7",158,44,19113,8.247842348,1,0.60615068,54.21495897
UP_SEQ_FEATURE,domain:TSP type-1 2,3,1.744186047,0.05066542,"ADAMTS9, UNC5D, UNC5C",158,44,19113,8.247842348,1,0.60615068,54.21495897
GOTERM_BP_FAT,GO:0021877~forebrain neuron fate commitment,2,1.162790698,0.050691898,"PAX6, LHX6",141,5,13528,38.37730496,1,0.306237383,57.8385126
GOTERM_BP_FAT,GO:0045663~positive regulation of myoblast differentiation,2,1.162790698,0.050691898,"IGFBP3, ZFHX3",141,5,13528,38.37730496,1,0.306237383,57.8385126
GOTERM_BP_FAT,GO:0010871~negative regulation of receptor biosynthetic process,2,1.162790698,0.050691898,"PPARG, ITGB3",141,5,13528,38.37730496,1,0.306237383,57.8385126
BIOCARTA,h_hopPathway:Hop Pathway in Cardiac Development,2,1.162790698,0.051901381,"GATA4, HOPX",20,4,1437,35.925,0.827747332,0.827747332,37.19914506
UP_SEQ_FEATURE,disulfide bond,32,18.60465116,0.052514312,"OPCML, ITGB3, GREM1, SRPX, GSN, FAT1, CNTNAP2, PKD1, UNC5D, CYGB, SEMA3B, UNC5C, LRRC4, RECK, TMEFF2, TMEFF1, BMP2, TGFBR2, SLIT2, SFRP5, NOTCH3, NTRK3, DKK3, AMH, FBLN1, ADAMTS9, THBD, SFRP1, THSD1, SFRP2, SFRP4, IGFBP3",158,2819,19113,1.373177489,1,0.610127521,55.53659075
UP_SEQ_FEATURE,domain:Ig-like,3,1.744186047,0.052743179,"LRRC4, UNC5D, UNC5C",158,45,19113,8.064556962,1,0.602476054,55.69769042
UP_SEQ_FEATURE,domain:Ig-like C2-type,4,2.325581395,0.053062219,"FLT3, SEMA3B, UNC5D, UNC5C",158,103,19113,4.697800172,1,0.595698856,55.92135339
